numero,numeroCamara,titulo,estado,estadoAnotacion,comision,fechaRadicado,legislatura,url,origen,tipoLey,fechaEnvioComision,fechaPresentacion,fechaAprobacionPrimerDebate,fechaAprobacionSegundoDebate,fechaConciliacion,autores,exposicionMotivos,primeraPonencia,segundaPonencia,textoPlenaria,conciliacion,objeciones,concepto,textoRehecho,sentenciaCorte
"N 318/23",239/22,"POR MEDIO DE LA CUAL SE RECONOCE COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN EL FESTIVAL PROVINCIANO DE ACORDEONES, CANCIÓN INÉDITA Y PIQUERÍA, DEL MUNICIPIO DE PIVIJAY MAGDALENA, Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-10-12,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/333-por-medio-de-la-cual-se-reconoce-como-patrimonio-cultural-inmaterial-de-la-nacion-el-festival-provinciano-de-acordeones-cancion-inedita-y-piqueria-del-municipio-de-pivijay-magdalena-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-10-12,,,,"[""H.R. SANDRA MILENA RAMÍREZ CAVIEDES""]",,,,,,,,,
"N 317/23",63/22,"POR MEDIO DEL CUAL SE GARANTIZA LA PROTECCIÓN DE LOS DERECHOS DE LAS MUJERES GESTANTES, MADRES EN PERIODO DE LACTANCIA Y PADRES EN LICENCIA DE PATERNIDAD EN LAS INSTITUCIONES EDUCATIVAS DEL PAÍS","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEXTA,2022-07-27,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/332-por-medio-del-cual-se-garantiza-la-proteccion-de-los-derechos-de-las-mujeres-gestantes-madres-en-periodo-de-lactancia-y-padres-en-licencia-de-paternidad-en-las-instituciones-educativas-del-pais,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-07-27,,,,"[""H.R. ARMANDO ANTONIO ZABARAÍN DE ARCE""]",,,,,,,,,
"N 316/22",234/22,"POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO NACIONAL INMATERIAL EL FESTIVAL DE TAMBORA TRADICIONAL EN EL MUNICIPIO DE GAMARRA, EN EL DEPARTAMENTO DEL CESAR Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-10-10,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/331-por-medio-de-la-cual-se-declara-patrimonio-nacional-inmaterial-el-festival-de-tambora-tradicional-en-el-municipio-de-gamarra-en-el-departamento-del-cesar-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-10-10,,,,"[""H.R. LIBARDO CRUZ CASADO"",""H.R.ALFREDO APE CUELLO BAUTE""]",,,,,,,,,
"N 315/23",151/22,"POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA PARA RENDIR PÚBLICO HOMENAJE AL MUNICIPIO DE SOLEDAD EN EL DEPARTAMENTO DEL ATLÁNTICO, EXALTANDO Y RECONOCIENDO SU RIQUEZA CULTURAL Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-08-24,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/330-por-medio-de-la-cual-la-nacion-se-asocia-para-rendir-publico-homenaje-al-municipio-de-soledad-en-el-departamento-del-atlantico-exaltando-y-reconociendo-su-riqueza-cultural-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-08-24,,,,"[""AGMETH JOSÉ ESCAF TIJERINO"",""ARMANDO ANTONIO ZABARAÍN DE ARCE"",""BETSY JUDITH PÉREZ ARANGO"",""CÉSAR CRISTIAN GÓMEZ CASTRO"",""DOLCEY OSCAR TORRES ROMERO"",""H.R. JEZMI LIZETH BARRAZA ARRAUT"",""HERNANDO GUIDA PONCE"",""MODESTO ENRIQUE AGUILERA VIDES""]",,,,,,,,,
"N 314/23",256/22,"POR MEDIO DEL CUAL SE INSTAURA EL 28 DE OCTUBRE COMO EL DÍA NACIONAL DEL DEPORTISTA COLOMBIANO","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-10-26,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/329-por-medio-del-cual-se-instaura-el-28-de-octubre-como-el-dia-nacional-del-deportista-colombiano,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-10-26,,,,"[""H.R. DORINA HERNÁNDEZ PALOMINO""]",,,,,,,,,
"N 313/23",18/22,"POR MEDIO DE LA CUAL SE ARMONIZA LA NORMATIVIDAD VIGENTE EN MATERIA TRIBUTARIA RESPECTO A LAS FAMILIAS CON HIJOS DEPENDIENTES O EN SITUACIÓN DE DISCAPACIDAD","PENDIENTE DE ENVIAR A COMISIÓN EN SENADO","",TERCERA,2022-07-21,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/328-por-medio-de-la-cual-se-armoniza-la-normatividad-vigente-en-materia-tributaria-respecto-a-las-familias-con-hijos-dependientes-o-en-situacion-de-discapacidad,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-07-21,,,,"[""ALEJANDRO ALBERTO VEGA PÉREZ"",""CARLOS FELIPE QUINTERO OVALLE"",""DIEGO PATIÑO AMARILES"",""H.R. JULIÁN PEINADO RAMÍREZ"",""H.S. JOHN JAIRO ROLDÁN AVENDAÑO"",""JEZMI LIZETH BARRAZA ARRAUT"",""LUIS CARLOS OCHOA TOBÓN""]",,,,,,,,,
"N 312/23",76/22,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 163 DE LA LEY 100 DE 1993","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEPTIMA,2022-07-27,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/327-por-medio-del-cual-se-modifica-el-articulo-163-de-la-ley-100-de-1993,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-07-27,,,,"[""ANDRÉS DAVID CALLE AGUAS"",""DOLCEY OSCAR TORRES ROMERO"",""GERMÁN ROGELIO ROZO ANÍS"",""H.R. OSCAR HERNÁN SÁNCHEZ LEÓN"",""H.S. ALEJANDRO ALBERTO VEGA PÉREZ"",""HÉCTOR DAVID CHAPARRO CHAPARRO"",""JAIRO HUMBERTO CRISTO CORREA""]",,,,,,,,,
"N 311/23",87/22,"POR MEDIO DE LA CUAL SE RECONOCE EL FESTIVAL DEPARTAMENTAL DE BANDAS DE CUNDINAMARCA COMO MANIFESTACIÓN DEL PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEXTA,2022-07-28,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/326-por-medio-de-la-cual-se-reconoce-el-festival-departamental-de-bandas-de-cundinamarca-como-manifestacion-del-patrimonio-cultural-inmaterial-de-la-nacion,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-07-28,,,,"[""CARLOS ALBERTO CUENCA CHAUX"",""H.R. NESTOR LEONARDO RICO RICO"",""JOHN EDGAR PÉREZ ROJAS""]",,,,,,,,,
"N 310/23",145/22,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES ""SANCIONES A LOS MOTOCICLISTAS","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEXTA,2022-08-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/325-por-medio-de-la-cual-se-modifica-la-ley-769-de-2002-y-se-dictan-otras-disposiciones-sanciones-a-los-motociclistas,"CÁMARA DE REPRESENTANTES",ORDINARIA,2023-04-27,2022-08-18,,,,"[""H.R.JUAN CARLOS LOZADA VARGAS"",""H.S. ALEJANDRO ALBERTO VEGA PÉREZ"",""JULIÁN PEINADO RAMÍREZ"",""LAURA ESTHER FORTICH SANCHEZ"",""OSCAR HERNÁN SÁNCHEZ LEÓN""]",,,,,,,,,
"N 309/23",,"POR MEDIO DEL CUAL SE PROHÍBEN   EN TODO EL TERRITORIO  NACIONAL, EL DESARROLLO DE LAS ACTIVIDADES DE CORRIDAS DE TOROS, REJONEO, NOVILLADAS,  BECERRADAS Y TIENTAS, ENCIERROS Y SUELTA DE VAQUILLAS, ASÍ COMO LOS PROCEDIMIENTOS UTILIZADOS EN ESTOS ESPECTÁCULOS, TANTO EN EL ÁMBITO PÚBLICO COMO EN EL PRIVADO","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEXTA,2023-04-26,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/324-por-medio-del-cual-se-prohiben-en-todo-el-territorio-nacional-el-desarrollo-de-las-actividades-de-corridas-de-toros-rejoneo-novilladas-becerradas-y-tientas-encierros-y-suelta-de-vaquillas-asi-como-los-procedimientos-utilizados-en-estos-espectaculos-tanto-en-el-ambito-publico-como-en-el-privado,"SENADO DE LA REPUBLICA",ORDINARIA,2023-05-05,2023-04-26,,,,"[""ALEX XAVIER FLOREZ HERNÁNDEZ"",""ALEXANDER LÓPEZ MAYA"",""ANTONIO JOSÉ CORREA JIMÉNEZ"",""ARIEL FERNANDO AVILA MARTÍNEZ"",""AÍDA QUILCUE VIVAS"",""AÍDA YOLANDA AVELLA ESQUIVEL"",""CATALINA PÉREZ PÉREZ"",""CLARA EUGENIA LÓPEZ OBREGÓN"",""DAVID ALEJANDRO TORO RAMÍREZ."",""DAVID RICARDO RACERO MAYORCA"",""Dr. JORGE IGNACIO ZORRO"",""EDUARD GIOVANNY SARMIENTO HIDALGO"",""ERICK ADRIAN VELASCO BURBANO"",""GLORIA INÉS FLOREZ SCHNEIDER"",""IMELDA DAZA COTES"",""INTI ASPRILLA REYES"",""ISABEL CRISTINA ZULETA LÓPEZ"",""IVAN CEPEDA CASTRO"",""JAIRO ALBERTO CASTELLANOS SERRANO"",""JONATHAN PULIDO HERNÁNDEZ"",""JORGE ALEJANDRO OCAMPO GIRALDO"",""JORGE ANDRES CANCIMANCE LÓPEZ"",""JULIAN GALLO CUBILLOS"",""LEIDER ALEXANDRA VÁSQUEZ OCHOA"",""LUVI KATHERINE MIRANDA PEÑA"",""MARIA DEL MAR PIZARRO"",""MARIA FERNANDA CARRASCAL ROJAS"",""MARIA JOSÉ PIZARRO RODRÍGUEZ"",""MARTHA ISABEL PERALTA EPIEYÚ"",""MARTHA LISBETH ALFONSO JURADO"",""Ministro de Cultura"",""NICOLAS ALBEIRO ECHEVERRY"",""OMAR DE JESUS  RESTREPO CORREA"",""PAULINO RIASCOS RIASCOS"",""PEDRO HERNANDO FLOREZ PORRAS"",""PIEDAD ESNEDA CORDOBA RUÍZ"",""POLIVIO ROSALES CADENA"",""ROBERT DAZA GUEVARA"",""SANDRA RAMÍREZ LOBO SILVA"",""SANDRA YANETH JAIMES CRUZ"",""SANTIAGO OSORIO MARIN"",""WILSON ARIAS CASTILLO"",""con el acompañamiento de los Honorables Senadores ESMERALDA HERNÁNDEZ SILVA"",""y los Honorables Representantes DUVALIER SANCHEZ ARANGO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_399.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_477.pdf,,,,,,,
"N 308/23",,"POR MEDIO DE LA CUAL SE REFORMA LA LEY 115 DE 1994, PARA EDUCAR EN VALORES, PRINCIPIOS, INNOVACIÓN, EMPRENDIMIENTO Y EDUCACIÓN ECONÓMICA, FINANCIERA Y ARITMÉTICA DE NEGOCIOS, Y SE OTORGA UN PAPEL PREPONDERANTE A LOS DOCENTES Y LOS PADRES DE FAMILIA EN EL MODELO EDUCATIVO –LEY CERO CACHO","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEXTA,2023-04-19,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/323-por-medio-de-la-cual-se-reforma-la-ley-115-de-1994-para-educar-en-valores-principios-innovacion-emprendimiento-y-educacion-economica-financiera-y-aritmetica-de-negocios-y-se-otorga-un-papel-preponderante-a-los-docentes-y-los-padres-de-familia-en-el-modelo-educativo-ley-cero-cacho,"SENADO DE LA REPUBLICA",ORDINARIA,2023-05-02,2023-04-19,,,,"[""ANDRÉS FELIPE GUERRA HOYOS"",""ANTONIO CORREA JIMÉNEZ"",""BEATRIZ LORENA RIOS CUELLAR"",""CESAR CRISTIAN GOMEZ CASTRO"",""CLAUDIA MARIA PÉREZ GIRALDO"",""DORINA HERNANDEZ PALOMINO"",""ESTEBAN QUINTERO CARDONA"",""FABIO RAÚL AMÍN SALEME"",""FLORA PERDOMO ANDRADE y otras firmas ilegibles."",""GUIDO ECHEVERRI PIEDRAHITA"",""GUSTAVO ADOLFO MORENO HURTADO"",""H.R.  LUIS MIGUEL LOPEZ ARISTIZABAL"",""H.S. KARINA ESPINOSA OLIVER"",""HAIVER RINCON GUTIERREZ"",""HERNANDO GONZALEZ"",""INGRID MARLEN SOGAMOSO ALFONSO"",""JAIRO ALBERTO CASTELLANOS SERRANO"",""JHOANY CARLOS ALBERTO PALACIOS MOSQUERA"",""JOHN JAIRO ROLDÁN AVENDAÑO"",""JOSUÉ ALIRIO BARRERA RODRÍGUEZ"",""JOSÉ VICENTE CARREÑO CASTRO"",""JULIO ALBERTO ELÍAS VIDAL"",""JULIO ELÍAS CHAGUI FLÓREZ"",""LAURA ESTER FORTICH SANCHEZ"",""LILIANA ESTHER BITAR CASTILLA"",""LINA MARÍA GARRIDO MARTÍN"",""LUIS CARLOS OCHOA  TOBÓN"",""MARELEN CASTILLO TORRES"",""MAURICIO GOMEZ AMIN"",""MÓNICA KARINA BOCANEGRA PANTOJA"",""NICOLAS ALBEIRO ECHEVERRY ALVARÁN"",""OLGA LUCIA VELASQUEZ NIETO"",""OSCAR MAURICIO GIRALDO HERNÁNDEZ"",""ROBERT DAZA GUEVARA"",""SOLEDAD TAMAYO TAMAYO"",""WILMER YESID GUERRERO AVENDAÑO"",""YULIETH ANDREA SÁNCHEZ CARREÑO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_344.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_529.pdf,,,,,,,
"N 307/23",,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 687 DEL CÓDIGO CIVIL Y SE INCLUYE EL NUMERAL 17 AL ARTÍCULO 594 E LA LEY 1564 DE 2012 CÓDIGO GENERAL DEL PROCESO, SE INCORPORAN LOS ANIMALES DE COMPAÑÍA DOMÉSTICOS Y SE DECLARA SU INEMBARGABILIDAD","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",PRIMERA,2023-04-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/322-por-medio-del-cual-se-modifica-el-articulo-687-del-codigo-civil-y-se-incluye-el-numeral-17-al-articulo-594-e-la-ley-1564-de-2012-codigo-general-del-proceso-se-incorporan-los-animales-de-compania-domesticos-y-se-declara-su-inembargabilidad,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-25,2023-04-18,,,,"[""ALEJANDRO ALBERTO VEGA PÉREZ"",""H.R. JUAN CARLOS LOZADA VARGAS."",""H.S. ALEJANDRO CARLOS CHACÓN CAMARGO""]",,,,,,,,,
"N 306/23",,"POR MEDIO DEL CUAL LA NACIÓN DE ASOCIA A LA CONMEMORACIÓN DE LOS CIEN AÑOS DE EXISTENCIA DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA, SE EXALTA SU APORTE AL DESARROLLO DEL PAÍS Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DE ENVIAR A CÁMARA","",SEGUNDA,2023-04-11,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/321-por-medio-del-cual-la-nacion-de-asocia-a-la-conmemoracion-de-los-cien-anos-de-existencia-de-la-contraloria-general-de-la-republica-se-exalta-su-aporte-al-desarrollo-del-pais-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-13,2023-04-11,2023-04-26,2023-05-09,,"[""ALEJANDRO CARLOS CHACON CAMARGO"",""ANIBAL GUSTAVO HOYOS FRANCO."",""ANTONIO LUIS ZABARAIN GUEVARA"",""CARLOS MARIO FARELO DAZA"",""DIDIER LOBO CHINCHILLA"",""EDGAR DE JESÚS DÍAZ CONTRERAS"",""H.R. JULIAN PEINADO RAMIREZ"",""H.S. JUAN FELIPE LEMOS URIBE"",""IMELDA DAZA COTES"",""JAIRO ALBERTO CASTELLANOS SERRANO"",""JORGE ALBERTO CERCHIARO FIGUEROA"",""JOSÉ LUIS PÉREZ OYUELA"",""JUAN FERNANDO ESPINAL RAMIREZ"",""JUAN LORETO GOMEZ SOTO"",""JUAN PABLO GALLO MAYA"",""JUAN SAMY MERHEG MARÚN"",""JULIAN GALLO CUBILLOS"",""LEONARDO GALLEGO ARROYAVE"",""OLGA LUCIA VELASQUEZ NIETO"",""OMAR DE JESÚS RESTREPO CORREA"",""PAOLA ANDREA HOLGUIN MORENO"",""SANDRA RAMIREZ LOBO SILVA"",""SARAY ELENA ROBAYO BECHARA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_291.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_373.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_414.pdf,,,,,,
"N 305/23",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1617 DE 2013 Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",PRIMERA,2023-04-11,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/320-por-medio-de-la-cual-se-modifica-la-ley-1617-de-2013-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-13,2023-04-11,,,,"[""ALEXANDER GUARÍN SILVA"",""ARMANDO ANTONIO ZABARAIN DARCE"",""ASTRID SÁNCHEZ MONTES DE OCA"",""CRISTOBAL CAICEDO ANGULO"",""DIEGO FERNANDO CAICEDO NAVAS"",""DOLCEY OSCAR TORRES ROMERO"",""GLORIA ELENA ARIZABALETA CORRAL"",""H.R. JORGE ELIECER TAMAYO MARULANDA"",""HERACLITO LANDINEZ SUÁREZ"",""HERNANDO GUIDA PONCE"",""JAIRO REINALDO CALA SUÁREZ"",""JORGE ALBERTO CERCHIARO FIGUEROA"",""JORGE ALEJANDRO OCAMPO GIRALDO"",""JOSÉ ELIÉCER SALAZAR LÓPEZ"",""JUAN DANIEL PEÑUELA CALVACHE y otras firmas ilegibles."",""JULIAN DAVID LÓPEZ TENORIO"",""JULIAN PEINADO RAMIREZ"",""LUIS ALBERTO ALBAN URBANO"",""MILENE JARAVA DÍAZ"",""OLGA LUCÍA VELÁSQUEZ NIETO"",""OSCAR HERNÁN SÁNCHEZ LEÓN""]",,,,,,,,,
"N 304/23",,"POR MEDIO DEL CUAL SE CREA LA MEDALLA EDWIN WALTER KEMMERER, COMO HOMENAJE AL INSPIRADOR DE LA ACTUAL CONTRALORÍA GENERAL DE LA REPÚBLICA","PENDIENTE DE ENVIAR A CÁMARA","",SEGUNDA,2023-04-11,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/319-por-medio-del-cual-se-crea-la-medalla-edwin-walter-kemmerer-como-homenaje-al-inspirador-de-la-actual-contraloria-general-de-la-republica,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-12,2023-04-11,2023-04-26,2023-05-09,,"[""ALVARO LONDOÑO LUGO"",""CARLOS ABRAHAM JIMENEZ"",""CARLOS FARELO DAZA"",""CARLOS FERNANDO MOTOA"",""CARLOS JULIO GONZALEZ VILLA"",""DAVID LUNA SÁNCHEZ"",""DIDIER LOBO CHINCHILLA"",""EDGAR DIAZ CONTRERAS"",""EFRAIN CEPEDA SARABIA"",""ELIZABETH JAY-PANG DIAZ"",""ERIKA SANCHEZ PINTO"",""ESTHER BITAR CASTILLA"",""GERMÁN BLANCO ALVAREZ"",""GERSEL PEREZ ALTAMIRANDA"",""GLORIA FLOREZ SCHENIDER"",""H.R. JUANA LONDOÑO JARAMILLO"",""H.S. JORGE BENEDETTI MARTELO"",""HONORIO HENRIQUEZ PINEDO"",""JHOANY PALACIOS MOSQUERA"",""JOSÉ LUIS PÉREZ OYUELA"",""JUAN GOMEZ GONZALEZ."",""MAURICIO GIRALDO HERNANDEZ"",""MAURICIO GOMEZ AMIN"",""MONICA KARINA BOCANEGRA PANTOJA"",""NICOLAS ECHEVERRY ALVARAN"",""PAOLA HOLGUIN MORENO"",""RODRIGO TOVAR VÉLEZ"",""ROY BARRERAS MONTEALEGRE"",""VICENTE CARREÑO CASTRO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_284.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_373.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_414.pdf,,,,,,
"N 303/23",190/22,"POR MEDIO DEL CUAL SE ESTABLECEN MEDIDAS PARA PROTEGER A LAS PERSONAS DEL REPORTE A CENTRALES DE RIESGO POR SUPLANTACIÓN DE IDENTIDAD ANTE LOS OPERADORES DE TELECOMUNICACIONES Y LAS ENTIDADES FINANCIERAS Y/O CREDITICIAS Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",PRIMERA,2022-09-08,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/318-por-medio-del-cual-se-establecen-medidas-para-proteger-a-las-personas-del-reporte-a-centrales-de-riesgo-por-suplantacion-de-identidad-ante-los-operadores-de-telecomunicaciones-y-las-entidades-financieras-y-o-crediticias-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES",ESTATUTARIA,2023-04-11,2022-09-08,2023-05-10,,,"[""ALEJANDRO GARCÍA RÍOS"",""ANA CAROLINA ESPITIA JEREZ H.R. DUVALIER SÁNCHEZ ARANGO"",""CAROLINA GIRALDO BOTERO"",""CRISTIAN DANILO AVENDAÑO FINO"",""DANIEL CARVALHO MEJÍA"",""ELKIN RODOLFO OSPINA OSPINA"",""GLORIA LILIANA RODRÍGUEZ VALENCIA"",""H.S. JONATHAN FERNEY PULIDO HERNÁNDEZ"",""HERNANDO GONZÁLEZ"",""JAIME RAÚL SALAMANCA TORRES"",""JUAN CAMILO LONDOÑO BARRERA"",""JUAN SEBASTIÁN GÓMEZ GONZÁLES"",""LUVI KATHERINE MIRANDA PEÑA"",""OLGA LUCIA VELÁSQUEZ NIETO"",""WILMER YAIR CASTELLANOS HERNÁNDEZ""]",,,,,,,,,
"N 302/23",,"POR MEDIO DE LA CUAL SE REGULA LA CONTRATACIÓN DE PERSONAS Y APORTES A LA SEGURIDAD SOCIAL EN LAS PLATAFORMAS DIGITALES Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2023-03-30,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/317-por-medio-de-la-cual-se-regula-la-contratacion-de-personas-y-aportes-a-la-seguridad-social-en-las-plataformas-digitales-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-12,2023-03-30,,,,"[""ANDRES FELIPE GUERRA HOYOS"",""BEATRIZ LORENA RIOS CUELLAR"",""EDUAR ALEXIS TRIANA RINCON"",""ENRIQUE CABRALES BAQUERO"",""H.R. JUAN FERNANDO ESPINAL RAMÍREZ"",""H.S. HONORIO MIGUEL HENRÍQUEZ PINEDO"",""HERNAN DARIO CADAVID MARQUEZ"",""HUGO DANILO LOZANO PIMIENTO"",""JOSE JAIME USCATEGUI PASTRANA"",""JOSUE ALIRIO BARRERA RODRIGUEZ"",""JUAN FELIPE CORZO ALVAREZ."",""PAOLA ANDREA HOLGUIN MORENO"",""YENICA SUGEIN ACOSTA INFANTE"",""YULIETH ANDREA SANCHEZ CARREÑO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_270.pdf,,,,,,,,
"N 301/23",,"NO MAS ABUSOS A LAS MOTOS","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEXTA,2023-03-30,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/316-no-mas-abusos-a-las-motos,"SENADO DE LA REPUBLICA",ORDINARIA,2023-05-16,2023-03-30,,,,"[""H.S. JONATHAN FERNEY PULIDO HERNANDEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_259.pdf,,,,,,,,
"N 300/23",,"POR MEDIO DE LA CUAL SE REGLAMENTA LA PROFESION DE INGENIERIA AGROPECUARIA Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DESIGNAR PONENTES EN SENADO","",SEXTA,2023-03-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/315-por-medio-de-la-cual-se-reglamenta-la-profesion-de-ingenieria-agropecuaria-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-12,2023-03-29,,,,"[""H.R ANDRES FELIPE JIMENEZ"",""H.S. NICOLAS ALBEIRO ECHEVERRY ALVARAN""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_254.pdf,,,,,,,,
"N 299/23",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 26 DE LA LEY 909 DE 2004","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2023-03-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/314-por-medio-de-la-cual-se-modifica-el-articulo-26-de-la-ley-909-de-2004,"SENADO DE LA REPUBLICA",ORDINARIA,2023-04-12,2023-03-29,,,,"[""H.R. ANDRES FELIPE JIMENEZ VARGAS"",""H.S. NICOLAS ALBEIRO ECHEVERRY ALVARAN""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_254.pdf,,,,,,,,
