numero,numeroCamara,titulo,estado,estadoAnotacion,comision,fechaRadicado,legislatura,url,origen,tipoLey,fechaEnvioComision,fechaPresentacion,fechaAprobacionPrimerDebate,fechaAprobacionSegundoDebate,fechaConciliacion,autores,exposicionMotivos,primeraPonencia,segundaPonencia,textoPlenaria,conciliacion,objeciones,concepto,textoRehecho,sentenciaCorte
"N 135/22",,"POR MEDIO DE LA CUAL SE ESTABLECEN CRITERIOS SOBRE EL REAJUSTEDE LA PRIMA DE ACTIVIDAD PARA LOS AGENTES DE LA POLICIA NACIONAL","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-08-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/150-por-medio-de-la-cual-se-establecen-criterios-sobre-el-reajustede-la-prima-de-actividad-para-los-agentes-de-la-policia-nacional,"SENADO DE LA REPUBLICA","",2022-09-02,2022-08-18,2022-11-09,,,"[""JOSE VICENTE CARREÑO CASTRO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1003.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1379.pdf,,,,,,,
"N 134/22",260/21,"POR MEDIO DE LA CUAL SE PROHÍBE EL USO DE ANIMALES PARA DISUADIR MANIFESTACIONES, MOTINES, ASONADAS O CUALQUIER OTRA AFECTACIÓN DEL ORDEN PÚBLICO Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",PRIMERA,2021-08-23,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/149-por-medio-de-la-cual-se-prohibe-el-uso-de-animales-para-disuadir-manifestaciones-motines-asonadas-o-cualquier-otra-afectacion-del-orden-publico-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES","",2022-08-29,2021-08-23,2023-04-25,,,"[""H.R.Juan Carlos Lozada Vargas""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1277.pdf,,,,,,,
"N 133/22",28/21,"POR MEDIO DE LA CUAL LA NACIÓN SE VINCULA A LA CONMEMORACIÓN Y RINDE PÚBLICO HOMENAJE AL MUNICIPIO DE ITUANGO, DEL DEPARTAMENTO DE ANTIOQUIA, CON MOTIVO DE SUS 175 AÑOS DE SER ERIGIDO MUNICIPIO EN 1847 Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2021-07-20,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/148-por-medio-de-la-cual-la-nacion-se-vincula-a-la-conmemoracion-y-rinde-publico-homenaje-al-municipio-de-ituango-del-departamento-de-antioquia-con-motivo-de-sus-175-anos-de-ser-erigido-municipio-en-1847-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES","",2022-08-26,2021-07-20,2023-03-22,,,"[""H.R.León Fredy Muñoz Lopera""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1635.pdf,,,,,,,
"N 132/22",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 2 DE LA LEY 403 DE 1997, - POR LA CUAL SE ESTABLECEN ESTÍMULOS PARA LOS SUFRAGANTES","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",PRIMERA,2022-08-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/147-por-medio-de-la-cual-se-modifica-el-articulo-2-de-la-ley-403-de-1997-por-la-cual-se-establecen-estimulos-para-los-sufragantes,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-18,2022-11-08,,,"[""H.S: JOSÉ ALFREDO GNECCO ZULETA""]",,,,,,,,,
"N 131/22",118/22,"POR MEDIO DE LA CUAL SE ADOPTA UNA REFORMA TRIBUTARIA PARA LA IGUALDAD Y LA JUSTICIA SOCIAL Y SE DICTAN OTRAS DISPOSICIONES"" - MENSAJE DE URGENCIA -",LEY,"2277 DEL 13 DICIEMBRE DE 2022",TERCERA,2022-08-08,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/146-por-medio-de-la-cual-se-adopta-una-reforma-tributaria-para-la-igualdad-y-la-justicia-social-y-se-dictan-otras-disposiciones-mensaje-de-urgencia,"CÁMARA DE REPRESENTANTES",ORDINARIA,2022-08-26,2022-08-08,2022-10-06,2022-11-02,2022-11-17,"[""Ministro de Hacienda y Crédito Público - Dr.Jose Antonio Ocampo Gaviria""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1200.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022gaceta_1359.pdf,,,,,,
"N 130/22",,"POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS EN PRO DE LA ATENCIÓN EN SALUD MENTAL PREVENTIVA EN ENTORNOS ESPECIALES Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2022-08-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/145-por-medio-de-la-cual-se-establecen-medidas-en-pro-de-la-atencion-en-salud-mental-preventiva-en-entornos-especiales-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-18,,,,"[""BEATRIZ LORENA RÍOS CUELLLAR"",""EDWING FABIÁN DÍAZ PLATA"",""H.R. DOLCEY OSCAR TORRES ROMERO."",""H.S. PEDRO HERNANDO FLÓREZ PORRAS"",""MARTHA PERALTA EPIEYÚ"",""NORMA HURTADO SÁNCHEZ"",""SANDRA RAMÍREZ LOBO SILVA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_946.pdf,,,,,,,,
"N 129/22",,"POR MEDIO DEL CUAL SE GARANTIZA EL ACCESO A LOS PRODUCTOS DE HIGIENE MENSTRUAL A LAS PERSONAS QUE LOS NECESITEN Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","Texto Comision Gaceta 499/23",SEPTIMA,2022-08-18,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/144-por-medio-del-cual-se-garantiza-el-acceso-a-los-productos-de-higiene-menstrual-a-las-personas-que-los-necesiten-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-18,2023-03-29,,,"[""H.R. DOLCEY OSCAR TORRES ROMERO"",""H.S. PEDRO HERNANDO FLÓREZ PORRAS.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_946.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1683.pdf,,,,,,,
"N 128/22",,"POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES SOBRE EL PALANGRE Y EL ARRASTRE COMO TÉCNICAS DE LA PESCA INDUSTRIAL, SE INCENTIVA LA PESCA ARTESANAL Y SE DICTAN OTRAS DISPOSICIONES.","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",QUINTA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/143-por-medio-de-la-cual-se-establecen-disposiciones-sobre-el-palangre-y-el-arrastre-como-tecnicas-de-la-pesca-industrial-se-incentiva-la-pesca-artesanal-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-31,2022-08-17,,,,"[""ADRIANA CAROLINA ARBELCIER."",""ANA MARIA CASTAÑEDA GOMEZ"",""ARTURO CHAR CHALJUB"",""BETSY JUDITH PEREZ ARANGO"",""CARLOS"",""CARLOS ABRAHAM JIMENEZ"",""DIDIER LOBO CHINCHILLA"",""EDGAR JESUS DIAZ CONTRERAS"",""H.R: ALBERTO CUENCA CHAUX"",""H.S: JORGE BENEDETTI MARTELO"",""HERNANDO GONZALEZ"",""JAIME RODRIGUEZ CONTRERAS"",""JAIRO CRISTOCORREA"",""JOHN EDGAR PEREZ ROJAS"",""JOSE LUIS PEREZ OYUELA"",""LINA MARIA GARRIDO MARTIN"",""MAURICIO PARODI DIAZ"",""MODESTO ENRIQUE AGUILERA VIDES"",""NESTOR LEONARDO RICO RICO"",""SANDRA MILENA RAMIREZ CAVIDES""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1003.pdf,,,,,,,,
"N 127/22",,"POR MEDIO DEL CUAL SE AUTORIZA A LOS MUNICIPIOS Y DEPARTAMENTOS PARA CELEBRAR DIRECTAMENTE CONVENIOS SOLIDARIOS HASTA LA MENOR CUANTÍA CON LAS JUNTAS DE ACCIÓN COMUNAL, ORGANIZACIONES AFRO Y COMUNIDADES INDÍGENAS DEL TERRITORIO RESPECTIVO","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",PRIMERA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/142-por-medio-del-cual-se-autoriza-a-los-municipios-y-departamentos-para-celebrar-directamente-convenios-solidarios-hasta-la-menor-cuantia-con-las-juntas-de-accion-comunal-organizaciones-afro-y-comunidades-indigenas-del-territorio-respectivo,"SENADO DE LA REPUBLICA","",2022-08-31,2022-08-17,,,,"[""ANA MARIA CASTAÑEDA GOMEZ"",""ANTONIO ZABARAIN GUEVARA"",""ARTURO CHAR CHALJUB"",""CARLOS ABRAHAM JIMENEZ"",""CARLOS ALBERTO CUENCA CHAUX"",""EDGAR JESUS DIAZ CONTRERAS."",""H.R:HERNANDO GONZALEZ"",""H.S: DIDIER LOBO CHINCHILLA"",""JAIME RODRIGUEZ CONTRERAS"",""JAIRO HUMBERTO CRISTO CORREA"",""JOHN EDGAR PEREZ ROJAS"",""JORGE BENEDETTI MARTELO"",""JORGE MENDEZ"",""JULIO CESAR TRIANA QUINTERO."",""LINA MARIA GARRIDO MARTIN"",""MAURICIO PARODI DIAZ"",""MODESTO ENRIQUE AGUILERA VIDES"",""NESTOR LEONARDO RICO RICO"",""OSCAR RODRIGO CAMPO HURTADO. BAYARDO GILBERTO BETANCOURT"",""SANDRA MILENA RAMIREZ CAVIEDES"",""VICTO ANDRES TOVAR TRUJILLO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1003.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1262.pdf,,,,,,,
"N 126/22",,"POR MEDIO DEL CUAL SE MODIFICA LA LEY 1996 DE 2019","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",PRIMERA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/141-por-medio-del-cual-se-modifica-la-ley-1996-de-2019,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-17,,,,"[""ANA MARIA CASTAÑEDA GOMEZ"",""ANTONIO ZABARAIN GUEVARA"",""ARTURO CHAR CHALJUB"",""CARLOS ABRAHAM JIMENEZ"",""CARLOS ALBERTO CUENCA CHAUX"",""CARLOS MARIO FARELO DAZA"",""EDGAR JESUS DIAZ CONTRERAS."",""H.R: BAYARDO GILBERTO BETANCOURT"",""H.S: DIDIER LOBO CHINCHILLA"",""HERNANDO GONZALEZ"",""JAIME RODRIGUEZ CONTRERAS"",""JAIRO HUMBERTO CRISTO CORREA"",""JOHN EDGAR PEREZ ROJAS"",""LINA MARIA GARRIDO MARTIN"",""MAURICIO PARODI DIAZ"",""MODESTO ENRIQUE AGUILERA VIDES"",""NESTOR LEONARDO RICO RICO"",""OSCAR RODRIGO CAMPO HURTADO. Y OTRAS FIRMAS."",""SANDRA MILENA RAMIREZ CAVIEDES""]",,,,,,,,,
"N 125/22",,"POR MEDIO DE LA CUAL SE HABILITA LA POLITICA PUBLICA DE CIELOS ABIERTOS EN EL TRANSPORTE AEREO DE COLOMBIA A EXCEPCION DEL TRAFICO DE CABOTAJE","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEXTA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/140-por-medio-de-la-cual-se-habilita-la-politica-publica-de-cielos-abiertos-en-el-transporte-aereo-de-colombia-a-excepcion-del-trafico-de-cabotaje,"SENADO DE LA REPUBLICA","",2022-08-31,2022-08-17,,,,"[""ANA MARIA CASTANEDA GOMEZ."",""ARTUTO CHAR CHALJUB"",""BAYARDO GILBERTO BETANCOURT Y OTRAS FIRMAS"",""CARLOS  MARIO FARELO DAZA"",""CARLOS ABRAHAM JIMENEZ"",""CARLOS ALBERTO CUENCA CHAUX"",""EDGAR JESUS DIAZ CONTRERAS"",""H.S: ANTONIO LUIS ZABARAIN GUEVARA"",""H.S: BETSY JUDITH PEREZ ARANGO"",""HERNANDO GONZALEZ"",""JAIRO HUMBERTO CRISTO CORREA"",""JOHN EDGAR PEREZ ROJAS"",""JORGE BENEDETTI MARTELO"",""JORGE MENDEZ HERNANDEZ"",""JOSE LUIS PEREZ OYUELA"",""LINA MARIA GARRIDO MARTIN"",""MAURICIO PARODI DIAZ"",""MODESTO ENRIQUE AGUILERA VIDES"",""NESTOR LEONARDO RICO RICO"",""OSCAR RODRIGO  CAMPO HURTADO"",""VICTOR ANDRES TOVAR TRUJILLO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1003.pdf,,,,,,,,
"N 124/22",,"POR MEDIO DEL CUAL SE DECLARA ZONA DE INTERÉS AMBIENTAL, TURÍSTICO Y ECOLÓGICO DEL SISTEMA CENAGOSO DE LA ZAPATOSA EN LOS DEPARTAMENTOS DEL CESAR Y EL MAGDALENA, SE RECONOCE SU POTENCIAL PESQUERO Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",QUINTA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/139-por-medio-del-cual-se-declara-zona-de-interes-ambiental-turistico-y-ecologico-del-sistema-cenagoso-de-la-zapatosa-en-los-departamentos-del-cesar-y-el-magdalena-se-reconoce-su-potencial-pesquero-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-17,2023-05-17,,,"[""H.S: DIDIER LOBO CHINCHILLA.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_946.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_239.pdf,,,,,,,
"N 123/22",,"POR EL CUAL SE PROHIBEN LAS RIÑAS DE GALLOS Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",QUINTA,2022-08-17,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/138-por-el-cual-se-prohiben-las-rinas-de-gallos-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-17,2022-09-27,,,"[""EDUARD SARMIENTO HIDALGO"",""H.R: JUAN CARLOS LOZADA VARGAS. MARIA DEL MAR PIZARRO GARCIA"",""H.S: ESMERALDA HERANDEZ SILVA"",""INTI RAUL ASPRILLA REYES."",""MARIA FERNANDA CARRASCAL ROJAS"",""MARIA JOSE PIZARRO RODRIGUEZ"",""SANTIAGO OSORIO MARIN""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_948.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1123.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1238.pdf,,,,,,
"N 122/22",317/21,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1861 DE 2017, SE REGULA LA SITUACIÓN MILITAR DE HOMBRES TRANSGÉNERO; Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2021-09-09,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/137-por-medio-de-la-cual-se-modifica-la-ley-1861-de-2017-se-regula-la-situacion-militar-de-hombres-transgenero-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES","",2022-08-26,2021-09-09,,,,"[""H.R.Luvi Katherine Miranda Peña""]",,,,,,,,,
"N 121/22",,"POR EL CUAL SE DECLARA DE UTILIDAD PÚBLICA E INTERÉS SOCIAL EL TENDIDO, CONSTRUCCIÓN Y OPERACIÓN DE REDES PARA EL SUMINISTRO DE SERVICIOS PÚBLICOS DE TELECOMUNICACIONES Y TIC'S","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEXTA,2022-08-16,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/136-por-el-cual-se-declara-de-utilidad-publica-e-interes-social-el-tendido-construccion-y-operacion-de-redes-para-el-suministro-de-servicios-publicos-de-telecomunicaciones-y-tic-s,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-16,,,,"[""H.S: ALFREDO DELUQUE ZULETA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_945.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_342.pdf,,,,,,,
"N 120/22",,"POR LA CUAL SE REGULA EL EJERCICIO DE CABILDEO Y SE GARANTIZA EL PRINCIPIO DE TRANSPARENCIA EN EL PROCESO DE TOMA DE DECISIONES EN EL SECTOR PÚBLICO","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",PRIMERA,2022-08-16,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/135-por-la-cual-se-regula-el-ejercicio-de-cabildeo-y-se-garantiza-el-principio-de-transparencia-en-el-proceso-de-toma-de-decisiones-en-el-sector-publico,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-16,2022-11-23,,,"[""Alvaro Mauricio Londoño"",""Ana Paola Garcia Soto"",""Astrid Sanchez"",""Berner Zambrano Erazo"",""HH.SS: Alfredo Deluque Zuleta"",""Juan Felipe"",""Julio Elias Chagui Florez. – HH.RR: Julian David Lopez Tenorio"",""Lemos Uribe"",""Milena Jaraba Diaz"",""Montes de Oca y otras firmas."",""Norma Hurtado Sanchez"",""Victor Manuel Salcedo Guerrero""]",,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1608.pdf,,,,,,
"N 119/22",332/21,"POR MEDIO DE LA CUAL SE DESARROLLAN LOS DERECHOS MENSTRUALES","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",TERCERA,2021-09-22,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/134-por-medio-de-la-cual-se-desarrollan-los-derechos-menstruales,"CÁMARA DE REPRESENTANTES",ORDINARIA,2022-08-26,2021-09-22,,,,"[""H.R.ALEJANDRO ALBERTO VEGA PÉREZ"",""H.R.FABER ALBERTO MUÑOZ CERÓN"",""H.R.JENNIFER KRISTIN ARIAS FALLA"",""H.R.JEZMI LIZETH BARRAZA ARRAUT"",""H.R.JOSÉ LUIS PINEDO CAMPO"",""H.R.JUANITA MARÍA GOEBERTUS ESTRADA"",""H.R.KAREN VIOLETTE CURE CORCIONE"",""H.R.KARINA ESTEFANÍA ROJANO PALACIO"",""H.R.MARÍA JOSÉ PIZARRO RODRÍGUEZ"",""H.R.MODESTO ENRIQUE AGUILERA VIDES"",""H.R.NORMA HURTADO SÁNCHEZ"",""H.S.AMANDA ROCÍO GONZÁLEZ RODRÍGUEZ"",""H.S.ANA MARIA CASTAÑEDA GÓMEZ"",""H.S.NORA MARÍA GARCÍA BURGOS H.R.JORGE ENRIQUE BENEDETTI MARTELO"",""H.S.RUBY HELENA CHAGUI SPATH""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1328.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1538.pdf,,,,,,,
"N 118/22",331/22,"POR MEDIO DEL CUAL MODIFICA EL ESTATUTO DE CIUDADANIA JUVENIL, SE FORTALECE EL PROCESO ELECTORAL DE LOS CONSEJOS DE JUVENTUD, EL FUNCIONAMIENTO DEL SISTEMA NACIONAL DE JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN CÁMARA","",PRIMERA,2022-08-16,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/133-por-medio-del-cual-modifica-el-estatuto-de-ciudadania-juvenil-se-fortalece-el-proceso-electoral-de-los-consejos-de-juventud-el-funcionamiento-del-sistema-nacional-de-juventud-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-30,2022-08-16,2022-11-23,2022-12-14,,"[""AIDA MARINA QUILCUE VIVAS"",""ALEJANDRO GARCIA RIOS"",""ANA CAROLINA ESPITIA JEREZ"",""CATHERINE JUVINAO CLAVIJO"",""CRISTIAN DANILO AVENDAÑO  FINO"",""ELKIN RODOLFO OSPINA"",""FABIAN DIAZ PLATA"",""H.R: DUVALIER SANCHEZ ARANGO"",""H.S: ANGELICA LOZANO CORREA"",""JAIME RAUL SALAMANCA TORRES"",""JENNIFER PEDRAZA SANDOVAL"",""JHONATAN PULIDO HERNANDEZ"",""JULIA MIRANDA LONDOÑO"",""MARTHA LISBETH ALFONSO JURADO"",""PALOMA VALENCIA LASERNA"",""POLIVIO LEANDRO ROSALES"",""SANTIAGO OSORIO MARIN"",""WILMER CASTELLANOS HERNANDEZ""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1180.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1588.pdf,,,,,,
"N 117/22",,"POR MEDIO DEL CUAL SE ESTABLECE EL INGRESO BASE DE COTIZACIÓN DE LOS INDEPENDIENTES AL SISTEMA GENERAL DE SEGURIDAD SOCIAL Y SE DICTAN OTRAS DISPOSICIONES TENDIENTES A GARANTIZAR LAS SITUACIONES MÍNIMAS DE LOS CONTRATISTAS","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","Texto Comision Gaceta 81/23",SEPTIMA,2022-08-10,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/132-por-medio-del-cual-se-establece-el-ingreso-base-de-cotizacion-de-los-independientes-al-sistema-general-de-seguridad-social-y-se-dictan-otras-disposiciones-tendientes-a-garantizar-las-situaciones-minimas-de-los-contratistas,"SENADO DE LA REPUBLICA","",2022-08-19,2022-08-10,2022-09-14,,,"[""H.S. ENRIQUE CABRALES BAQUERO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_921.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1030.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1683.pdf,,,,,,
"N 116/22",,"POR EL CUAL SE PROHÍBE LA REALIZACIÓN DE CABALGATAS EN TODO EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO POR RETIRO DEL AUTOR","Mediante oficio del día 22 de agosto de 2022",QUINTA,2022-08-10,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/131-por-el-cual-se-prohibe-la-realizacion-de-cabalgatas-en-todo-el-territorio-nacional-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-19,2022-08-10,,,,"[""H.S: FABIAN DIAZ PLATA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_921.pdf,,,,,,,,
"N 115/22",,"POR LA CUAL SE CREA EL SISTEMA DE GARANTÍA PROGRESIVA DEL DERECHO HUMANO A LA ALIMENTACIÓN, LA POLÍTICA NACIONAL DE DERECHO HUMANO A LA ALIMENTACIÓN Y NUTRICIÓN ADECUADA Y DE SOBERANÍA Y AUTONOMÍAS ALIMENTARIAS, EL PROGRAMA DE EMERGENCIA DE LUCHA CONTRA EL HAMBRE Y SE ESTABLECEN OTRAS MEDIDAS","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",PRIMERA,2022-08-11,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/130-por-la-cual-se-crea-el-sistema-de-garantia-progresiva-del-derecho-humano-a-la-alimentacion-la-politica-nacional-de-derecho-humano-a-la-alimentacion-y-nutricion-adecuada-y-de-soberania-y-autonomias-alimentarias-el-programa-de-emergencia-de-lucha-contra-el-hambre-y-se-establecen-otras-medidas,"SENADO DE LA REPUBLICA","",2022-08-19,2022-08-11,,,,"[""AIDA A VELLA ESQUIVEL"",""ALIRIO URIBE MUÑOZ"",""CESAR PACHON ACHURRY"",""ESMERALDA HERNANDEZ"",""GABRIEL BECERRA YAÑEZ"",""GUSTAVO BOLIV AR MORENO"",""H.R: ALFREDO MONDRAGON GARZON"",""H.S: WILSON ARIAS CASTILLO"",""ISABEL CRISTINA ZULETA LOPEZ"",""IV AN CEPEDA CASTRO"",""MARTHA PERAL TA EPEIYÚ."",""POLIVIO LEANDRO ROSALES""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_921.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1211.pdf,,,,,,,
