numero,numeroCamara,titulo,estado,estadoAnotacion,comision,fechaRadicado,legislatura,url,origen,tipoLey,fechaEnvioComision,fechaPresentacion,fechaAprobacionPrimerDebate,fechaAprobacionSegundoDebate,fechaConciliacion,autores,exposicionMotivos,primeraPonencia,segundaPonencia,textoPlenaria,conciliacion,objeciones,concepto,textoRehecho,sentenciaCorte
"N 195/21",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 4 DE 1992 DE 1992 CON EL OBJETO DE ESTABLECER LOS CRITERIOS A LOS CUALES SE DEBE SUJETAR EL GOBIERNO NACIONAL PARA FIJAR LOS GASTOS DE REPRESENTACIÓN Y LAS PRIMAS DE LOS MIEMBROS DEL CONGRESO",ARCHIVADO,"ARTICULO 190 LEY 5  Y ARTICULO 162 DE LA CONSTITUCION",PRIMERA,2021-08-26,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/195-por-medio-de-la-cual-se-modifica-la-ley-4-de-1992-de-1992-con-el-objeto-de-establecer-los-criterios-a-los-cuales-se-debe-sujetar-el-gobierno-nacional-para-fijar-los-gastos-de-representacion-y-las-primas-de-los-miembros-del-congreso,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-26,,,,"[""H.S. ANGÉLICA LOZANO CORREA"",""IVÁN MARULANDA GÓMEZ"",""MARITZA MARTÍNEZ ARISTIZÁBAL"",""JORGE ENRIQUE ROBLEDO CASTILLO"",""ANTONIO ERESMID SANGUINO PÁEZ"",""TEMÍSTOCLES ORTEGA NARVÁEZ"",""IVÁN CEPEDA CASTRO"",""LUIS FERNANDO VELASCO CHAVES"",""H.R. MAURICIO ANDRÉS TORO ORJUELA"",""CATALINA ORTIZ LALINDE"",""JOSÉ DANIEL LÓPEZ"",""JORGE GÓMEZ GALLEGO"",""WILMER LEAL PÉREZ"",""JUANITA GOEBERTUS ESTRADA"",""HARRY GONZÁLEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1205.pdf,,,,,,,,
"N 194/21",,"POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS DE RENDICIÓN DE CUENTAS Y TRANSPARENCIA DE LA GESTIÓN DE LOS CONGRESISTAS, CONCEJALES, DIPUTADOS E INTEGRANTES DE JUNTAS ADMINISTRADORAS LOCALES Y OTRAS DISPOSICIONES RELACIONADAS",ARCHIVADO,"ARTICULO 190 LEY 5  Y ARTICULO 162 DE LA CONSTITUCION",PRIMERA,2021-08-26,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/194-por-medio-de-la-cual-se-establecen-mecanismos-de-rendicion-de-cuentas-y-transparencia-de-la-gestion-de-los-congresistas-concejales-diputados-e-integrantes-de-juntas-administradoras-locales-y-otras-disposiciones-relacionadas,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-26,,,,"[""H.S. ANGÉLICA LOZANO CORREA"",""IVÁN MARULANDA GÓMEZ"",""MARITZA MARTÍNEZ ARISTIZÁBAL"",""JORGE ENRIQUE ROBLEDO"",""ANTONIO ERESMID SANGUINO PÁEZ"",""TEMÍSTOCLES ORTEGA NARVÁEZ"",""IVÁN CEPEDA CASTRO"",""LUIS FERNANDO VELASCO CHAVES"",""H.R. MAURICIO ANDRÉS TORO ORJUELA"",""CATALINA ORTIZ LALINDE"",""JOSÉ DANIEL LÓPEZ"",""JORGE GÓMEZ GALLEGO"",""WILMER LEAL PÉREZ"",""JUANITA GOEBERTUS ESTRADA"",""HARRY GONZÁLEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1205.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_471.pdf,,,,,,,
"N 193/21",,"POR MEDIO DE LA CUAL SE REGULA EL EJERCICIO DEL CABILDEO Y SE CREA EL REGISTRO PÚBLICO DE CABILDEROS",ARCHIVADO,"ARTICULO 190 LEY 5  Y ARTICULO 162 DE LA CONSTITUCION",PRIMERA,2021-08-26,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/193-por-medio-de-la-cual-se-regula-el-ejercicio-del-cabildeo-y-se-crea-el-registro-publico-de-cabilderos,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-26,,,,"[""H.S. ANGÉLICA LOZANO CORREA"",""IVÁN MARULANDA GÓMEZ"",""MARITZA MARTÍNEZ ARISTIZÁBAL"",""JORGE ENRIQUE ROBLEDO"",""ANTONIO ERESMID SANGUINO PÁEZ"",""TEMÍSTOCLES ORTEGA NARVÁEZ"",""LUIS FERNANDO VELASCO CHAVES"",""H.R. MAURICIO ANDRÉS TORO ORJUELA"",""CATALINA ORTIZ LALINDE"",""JOSÉ DANIEL LÓPEZ"",""JORGE GÓMEZ GALLEGO"",""WILMER LEAL PÉREZ"",""JUANITA GOEBERTUS ESTRADA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1204.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_233.pdf,,,,,,,
"N 192/21",,"POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS DE APOYO Y ORIENTACIÓN INTEGRAL ALA MUJER DURANTE EL EMBARAZO Y PUERPERIO, Y AL PADRE, PARA PREVENIR EL ABANDONO DE LOS NIÑOS Y NIÑAS Y SE DICTAN OTRAS DISPOSICIONES - LEY DE REFUGIADOS SEGUROS",ARCHIVADO,"De conformidad con el art.190 Ley 5ª 1992 y el 162 de la Constitución Política",SEPTIMA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/192-por-medio-de-la-cual-se-establecen-medidas-de-apoyo-y-orientacion-integral-ala-mujer-durante-el-embarazo-y-puerperio-y-al-padre-para-prevenir-el-abandono-de-los-ninos-y-ninas-y-se-dictan-otras-disposiciones-ley-de-refugiados-seguros,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""ANA MARIA CASTAÑEDA"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1204.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_709.pdf,,,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_08.pdf,,
"N 191/21",,"POR LA CUAL SE DETERMINAN LOS LINEAMIENTOS PARA EL DESARROLLO DE UNA POLÍTICA PÚBLICA DE CONCILIACIÓN DE LA VIDA LABORAL Y FAMILIAR, Y SE DICTAN OTRAS DISPOSICIONES",ARCHIVADO,"De conformidad con el art.190 Ley 5ª 1992 y el 162 de la Constitución Política",SEPTIMA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/191-por-la-cual-se-determinan-los-lineamientos-para-el-desarrollo-de-una-politica-publica-de-conciliacion-de-la-vida-laboral-y-familiar-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1204.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_748.pdf,,,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1623.pdf,,
"N 190/21",,"POR MEDIO DE LA CUAL SE ESTABLECE EL MARCO PARA EL DESARROLLO DE UNA POLÍTICA PARA EL EMPRENDIMIENTO DE LA MUJER Y LA JUVENTUD, Y SE DICTAN OTRAS DISPOSICIONES - LEY POLÍTICA QUE CIERRE BRECHAS",ARCHIVADO,"De conformidad con el art.190 Ley 5ª 1992 y el 162 de la Constitución Política",SEPTIMA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/190-por-medio-de-la-cual-se-establece-el-marco-para-el-desarrollo-de-una-politica-para-el-emprendimiento-de-la-mujer-y-la-juventud-y-se-dictan-otras-disposiciones-ley-politica-que-cierre-brechas,"SENADO DE LA REPUBLICA",ORDINARIA,2021-10-05,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1365.pdf,,,,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_77.pdf,,
"N 189/21",,"POR MEDIO DE LA CUAL SE ADICIONA UN PARÁGRAFO AL ARTÍCULO 9o DE LA LEY 1328 DE 2009 - DESICIÓN FINANCIERA INFORMADA",ARCHIVADO,"",TERCERA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/189-por-medio-de-la-cual-se-adiciona-un-paragrafo-al-articulo-9o-de-la-ley-1328-de-2009-desicion-financiera-informada,"SENADO DE LA REPUBLICA",ORDINARIA,,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1203.pdf,,,,,,,,
"N 188/21",,"POR MEDIO DE LA CUAL SE ESTABLECEN LINEAMIENTOS PARA FORTALECER LA PROMOCIÓN DE LA INVERSIÓN EXTRANJERA DIRECTA A TRAVÉS DE LA ACTUALIZACIÓN DEL MODELO DE ACUERDO BILATERAL DE LAS INVERSIONES Y SE DICTAN OTRAS DISPOSICIONES","ARCHIVADO POR RETIRO DEL AUTOR","ARTICULO 155 LEY 5 DE 1992",SEGUNDA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/188-por-medio-de-la-cual-se-establecen-lineamientos-para-fortalecer-la-promocion-de-la-inversion-extranjera-directa-a-traves-de-la-actualizacion-del-modelo-de-acuerdo-bilateral-de-las-inversiones-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-15,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1203.pdf,,,,,,,,
"N 187/21",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1098 DE 2006 - CÓDIGO DE LA INFANCIA Y LA ADOLESCENCIA - CON RELACIÓN A LA ADOPCIÓN DESDE EL VIENTRE",ARCHIVADO,"ARTICULO 190 LEY 5  Y ARTICULO 162 DE LA CONSTITUCION",PRIMERA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/187-por-medio-de-la-cual-se-modifica-la-ley-1098-de-2006-codigo-de-la-infancia-y-la-adolescencia-con-relacion-a-la-adopcion-desde-el-vientre,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-15,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1203.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1563.pdf,,,,,,,
"N 186/21",,"POR MEDIO DE LA CUAL SE ESTABLECE LA ENSEÑANZA SOBRE LA PROTECCIÓN LEGAL Y CONSTITUCIONAL A LA MUJER - LEY NI UNA MAS",ARCHIVADO,"Art 190 ley 5 de 1992 no se rindió ponencia primer debate en senado",SEXTA,2021-08-25,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/186-por-medio-de-la-cual-se-establece-la-ensenanza-sobre-la-proteccion-legal-y-constitucional-a-la-mujer-ley-ni-una-mas,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-14,2021-08-25,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""ANA MARIA CASTAÑEDA"",""H.R. ANGELA PATRICIA SANCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1203.pdf,,,,,,,,
"N 185/21",513/21,"POR MEDIO DE LA CUAL LA NACIÓN CONMEMORA LA VIDA Y OBRA DE LA ILUSTRE MARÍA BETSABÉ ESPINAL",ARCHIVADO,"Art 190 ley 5 de 1992 ART 162 DE LA CP no alcanzo su discucion y aprobacion en plenaria senado",SEXTA,2021-02-19,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/185-por-medio-de-la-cual-la-nacion-conmemora-la-vida-y-obra-de-la-ilustre-maria-betsabe-espinal,"CÁMARA DE REPRESENTANTES",ORDINARIA,2021-08-25,2021-02-19,2021-10-06,,,"[""H.R. LEÓN FREDY MUÑOZ LOPERA""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1280.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_307.pdf,,,,,,
"N 184/21",,"POR MEDIO DE LA CUAL SE CREA EL SALARIO RURAL INTEGRAL Y SE DICTAN OTRAS DISPOSICIONES",ARCHIVADO,"De conformidad con el art.190 Ley 5ª 1992 y el 162 de la Constitución Política",SEPTIMA,2021-08-24,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/184-por-medio-de-la-cual-se-crea-el-salario-rural-integral-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-13,2021-08-24,,,,"[""H.S. MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1104.pdf,,,,,,,,
"N 183/21",486/20,"POR LA CUAL SE DICTAN NORMAS TENDIENTES A MODERNIZAR LA ORGANIZACIÓN Y EL FUNCIONAMIENTO DE LOS DEPARTAMENTOS",LEY,"2200 DEL 8 DE FEBRERO DE 2022",PRIMERA,2020-12-14,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/183-por-la-cual-se-dictan-normas-tendientes-a-modernizar-la-organizacion-y-el-funcionamiento-de-los-departamentos,"CÁMARA DE REPRESENTANTES",ORGANICA,2021-08-25,2020-12-14,2021-10-12,2021-11-30,2021-12-14,"[""Ministra del Interior - ALICIA ARANGO OLMOS""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1633.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1749.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1092.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1820.pdf,,,,
"N 182/21",262/20,"POR MEDIO DE LA CUAL SE EXPIDE LA LEY GENERAL PARA EL MANEJO INTEGRAL AL SOBREPESO Y LA OBESIDAD",ARCHIVADO,"ARTICULO 190 LEY 5  Y ARTICULO 162 DE LA CONSTITUCION",SEPTIMA,2020-07-23,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/182-por-medio-de-la-cual-se-expide-la-ley-general-para-el-manejo-integral-al-sobrepeso-y-la-obesidad,"CÁMARA DE REPRESENTANTES",ORDINARIA,2021-08-25,2020-07-23,,,,"[""H.R.MARGARITA MARÍA RESTREPO ARANGO"",""JAIRO GIOVANY CRISTANCHO TARACHE""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_542.pdf,,,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1549.pdf,,
"N 181/21",249/20,"POR MEDIO DE LA CUAL SE ESTIMULA Y FOMENTA LA RECREACIÓN COMO ESTRATEGIA PARA PROMOVER LA CULTURA TURÍSTICA LOCAL Y SE DICTAN OTRAS DISPOSICIONES",ARCHIVADO,"Art 190 ley 5 de 1992 no alcanzo su discucion y aprobación en plenaria de senado",SEXTA,2020-07-23,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/181-por-medio-de-la-cual-se-estimula-y-fomenta-la-recreacion-como-estrategia-para-promover-la-cultura-turistica-local-y-se-dictan-otras-disposiciones,"CÁMARA DE REPRESENTANTES",ORDINARIA,2021-08-25,2020-07-23,2021-11-09,2022-06-15,,"[""H.S. TEMISTOCLES ORTEGA NARVAEZ"",""H.R. JOSÉ LUIS PINEDO CAMPO"",""MAURICIO PARODI DIAZ"",""KARINA ESTEFANÍA ROJANO PALACIO"",""MODESTO ENRIQUE AGUILERA VIDES"",""CÉSAR AUGUSTO LORDUY MALDONADO"",""JOSÉ GABRIEL AMAR SEPÚLVEDA"",""ÁNGELA PATRICIA SÁNCHEZ LEAL"",""KAREN VIOLETTE CURE CORCIONE"",""GUSTAVO HERNÁN PUENTES DÍAZ"",""ERWIN ARIAS BETANCUR"",""GLORIA BETTY ZORRO AFRICANO"",""NESTOR LEONARDO RICO RICO"",""ELOY CHICHÍ QUINTERO ROMERO"",""DAVID ERNESTO PULIDO NOVOA"",""CARLOS MARIO FARELO DAZA"",""JAIME RODRÍGUEZ CONTRERAS"",""JAIRO HUMBERTO CRISTO CORREA"",""ATILANO ALONSO GIRALDO ARBOLEDA"",""JORGE MÉNDEZ HERNÁNDEZ"",""SALIM VILLAMIL QUESSEP"",""AQUILEO MEDINA ARTEAGA"",""OSWALDO ARCOS BENAVIDES"",""OSCAR CAMILO ARANGO CARDENAS""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1386.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1888.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_757.pdf,,,,,
"N 180/21",323/20,"POR MEDIO DE LA CUAL SE OTORGAN DIRECTRICES FRENTE AL SERVICIO DE INFORMACIÓN Y BUSQUEDA DE OFERTAS DE EMPLEO - LEY EMPLEO DIGNO-",ARCHIVADO,"De conformidad con el art.190 Ley 5ª 1992 y el 162 de la Constitución Política",SEPTIMA,2020-08-05,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/180-por-medio-de-la-cual-se-otorgan-directrices-frente-al-servicio-de-informacion-y-busqueda-de-ofertas-de-empleo-ley-empleo-digno,"CÁMARA DE REPRESENTANTES",ORDINARIA,2021-08-25,2020-08-05,,,,"[""H.S. EMMA CLAUDIA CASTELLANOS"",""ÁNGELA PATRICIA SÁNCHEZ LEAL""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_394.pdf,,,,,,,,
"N 179/21",443/20,"POR CUAL LA NACIÓN Y EL CONGRESO DE LA REPÚBLICA SE ASOCIAN Y RINDEN HOMENAJE A LA INSTITUCIÓN EDUCATIVA TÉCNICA CERVELEÓN PADILLA LASCARRO DEL MUNICIPIO DE CHIMICHAGUA, CESAR CON MOTIVO DEL QUINCUAGÉSIMO ANIVERSARIO DE SU FUNDACIÓN Y SE AUTORIZAN APROPIACIONES PRESUPUESTALES PARA LA EJECUCIÓN DE LAS OBRAS BÁSICAS PARA LA INSTITUCIÓN",ARCHIVADO,"ARTICULO 190 LEY 5  DE 1992 Y ARTICULO 162 DE LA CONSTITUCION ( NO CULMINO SU TRAMITE EN EL SENADO- NO SE DISCUTIÓ LA PONENCIA PARA SEGUNDO  DEBATE EN SENADO)",SEGUNDA,2020-10-13,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/179-por-cual-la-nacion-y-el-congreso-de-la-republica-se-asocian-y-rinden-homenaje-a-la-institucion-educativa-tecnica-cerveleon-padilla-lascarro-del-municipio-de-chimichagua-cesar-con-motivo-del-quincuagesimo-aniversario-de-su-fundacion-y-se-autorizan-apropiaciones-presupuestales-para-la-ejecucion-de-las-obras-basicas-para-la-institucion,"CÁMARA DE REPRESENTANTES",ORDINARIA,2021-08-25,2020-10-13,2021-09-28,,,"[""H.R. ALFREDO APE CUELLO BAUTE""]",,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1216.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1321.pdf,,,,,,
"N 178/21",,"POR MEDIO DE LA CUAL SE ESTABLECE EL GALARDÓN MUJER BICENTENARIO SIMONA AMAYA, EN HOMENAJE A LAS MUJERES ANÓNIMAS DE NUESTRO PAÍS, QUE, CON SU VALENTÍA, ARROJO Y OSADÍA, CONTRIBUYEN A UNA MEJOR SOCIEDAD Y SE DICTAN OTRAS DISPOSICIONES",ARCHIVADO,"ARTICULO 190 LEY 5 DE 1992 Y ARTICULO 162 DE LA CONSTITUCION -(NO SE RINDIÓ LA PONENCIA PARA PRIMER  DEBATE EN SENADO)",SEGUNDA,2021-08-24,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/178-por-medio-de-la-cual-se-establece-el-galardon-mujer-bicentenario-simona-amaya-en-homenaje-a-las-mujeres-anonimas-de-nuestro-pais-que-con-su-valentia-arrojo-y-osadia-contribuyen-a-una-mejor-sociedad-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-13,2021-08-24,,,,"[""H.R.  NEYLA RUÍZ CORREA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1181.pdf,,,,,,,,
"N 177/21",,"POR MEDIO DE LA CUAL SE APRUEBA EL «ESTATUTO DE LA CONFERENCIA DE LA HAYA DE DERECHO INTERNACIONAL PRIVADO», ADOPTADO EN LA HAYA EN LA SÉPTIMA SESIÓN DE LA CONFERENCIA, EL 31 DE OCTUBRE DE 1951 Y MODIFICADO EL 30 DE JUNIO DE 2005, DURANTE LA VIGÉSIMA SESIÓN DE LA CONFERENCIA",ARCHIVADO,"ARTICULO 190 LEY 5 Y ARTICULO 162 DE LA CONSTITUCION - 20/06/23-(NO SE DISCUTIÓ PONENCIA PARA SEGUNDO. DEBATE SENADO)",SEGUNDA,2021-08-23,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/177-por-medio-de-la-cual-se-aprueba-el-estatuto-de-la-conferencia-de-la-haya-de-derecho-internacional-privado-adoptado-en-la-haya-en-la-septima-sesion-de-la-conferencia-el-31-de-octubre-de-1951-y-modificado-el-30-de-junio-de-2005-durante-la-vigesima-sesion-de-la-conferencia,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-01,2021-08-23,2021-09-28,,,"[""Ministra de Relaciones Exteriores"",""Dra. MARTHA LUCÍA RAMÍREZ BLANCO.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1181.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1268.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1660.pdf,,,,,,
"N 176/21",219/22,"POR MEDIO DE LA CUAL SE APRUEBA EL «TRATADO INTERNACIONAL SOBRE LOS RECURSOS FITOGENÉTICOS PARA LA ALIMENTACIÓN Y LA AGRICULTURA», ADOPTADO POR EL 31° PERIODO DE SESIONES DE LA CONFERENCIA DE LA FAO, EN ROMA, EL 3 DE NOVIEMBRE DE 2001",LEY,"2285 DEL 05 DE ENERO DE 2023",SEGUNDA,2021-08-23,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/176-por-medio-de-la-cual-se-aprueba-el-tratado-internacional-sobre-los-recursos-fitogeneticos-para-la-alimentacion-y-la-agricultura-adoptado-por-el-31-periodo-de-sesiones-de-la-conferencia-de-la-fao-en-roma-el-3-de-noviembre-de-2001,"SENADO DE LA REPUBLICA",ORDINARIA,2021-09-01,2021-08-23,2021-09-28,2022-09-20,,"[""Ministra de Relaciones Exteriores"",""Dra. MARTHA LUCÍA RAMÍREZ BLANCO"",""el Ministro de Agricultura y Desarrollo Rural"",""Dr. RODOLFO ENRIQUE ZEA NAVARRO"",""y el Ministro de Ambiente y Desarrollo Sostenible"",""Dr. CARLOS EDUARDO CORREA ESCAF""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1180.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1224.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_538.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1152.pdf,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1079.pdf,,
"N 175/21",,"POR LA CUAL SE ORDENA ACTUALIZAR EL INVENTARIO NACIONAL DE LA RED VIAL TERCIARIA Y SE DICTAN OTRAS DISPOSICIONES",ARCHIVADO,"Art 190 ley 5 de 1992 no alcanzo discusión y aprobación en segundo debate debate en senado",SEXTA,2021-08-23,2021-2022,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2018-2022/2021-2022/article/175-por-la-cual-se-ordena-actualizar-el-inventario-nacional-de-la-red-vial-terciaria-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA",ORDINARIA,2021-10-12,2021-08-23,2022-04-06,,,"[""H.S. SANDRA RAMÍREZ LOBO SILVA"",""JULIÁN GALLO CUBILLOS"",""PABLO CATATUMBO TORRES VICTORIA"",""AIDA YOLANDA AVELLA ESQUIVEL"",""H.R. CARLOS ALBERTO  CARREÑO MARIN"",""LUIS ALBERTO ALBÁN"",""JAIRO REINALDO CALA SUAREZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1104.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2021/gaceta_1688.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022gaceta_561.pdf,,,,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_942.pdf,,
